Date(YYYY-MM-DD hh:mm:ss),100m wind speed (m/s), rated power output at 100m (MW), SCORE-lite power output at 100m (MW),CorrectedScore
2006-03-07 17:10:00,11.880,23.286,25.639,25.639
2006-03-07 17:20:00,11.700,22.578,21.932,21.932
2006-03-07 17:30:00,11.450,21.618,20.352,20.352
2006-03-07 17:40:00,11.460,21.621,19.433,19.433
2006-03-07 17:50:00,11.700,22.551,19.615,19.615
2006-03-07 18:00:00,11.840,23.082,27.310,27.310
2006-03-07 18:10:00,12.150,24.246,26.425,26.425
2006-03-07 18:20:00,12.470,25.458,23.652,23.652
2006-03-07 18:30:00,12.640,25.923,26.837,26.837
2006-03-07 18:40:00,12.780,26.289,29.984,29.984
2006-03-07 18:50:00,12.910,26.658,25.914,25.914
2006-03-07 19:00:00,12.970,26.835,25.348,25.348
2006-03-07 19:10:00,13.090,27.159,26.944,26.944
2006-03-07 19:20:00,13.240,27.561,28.753,28.753
2006-03-07 19:30:00,13.290,27.708,28.353,28.353
2006-03-07 19:40:00,13.240,27.555,27.662,27.662
2006-03-07 19:50:00,13.250,27.576,30.000,30.000
2006-03-07 20:00:00,13.330,27.795,24.749,24.749
2006-03-07 20:10:00,13.330,27.813,28.124,28.124
2006-03-07 20:20:00,13.350,27.849,26.746,26.746
2006-03-07 20:30:00,13.420,28.056,28.348,28.348
2006-03-07 20:40:00,13.460,28.143,28.662,28.662
2006-03-07 20:50:00,13.490,28.230,29.029,29.029
2006-03-07 21:00:00,13.570,28.413,27.611,27.611
2006-03-07 21:10:00,13.660,28.515,28.233,28.233
2006-03-07 21:20:00,13.710,28.572,28.244,28.244
2006-03-07 21:30:00,13.720,28.593,29.286,29.286
2006-03-07 21:40:00,13.720,28.584,29.188,29.188
2006-03-07 21:50:00,13.670,28.524,29.514,29.514
2006-03-07 22:00:00,13.610,28.455,27.464,27.464
2006-03-07 22:10:00,13.650,28.509,29.349,29.349
2006-03-07 22:20:00,13.700,28.569,29.938,29.938
2006-03-07 22:30:00,13.730,28.617,28.532,28.532
2006-03-07 22:40:00,13.630,28.494,28.410,28.410
2006-03-07 22:50:00,13.320,27.777,28.785,28.785
2006-03-07 23:00:00,13.150,27.297,26.625,26.625
2006-03-07 23:10:00,13.070,27.081,30.000,30.000
2006-03-07 23:20:00,12.960,26.799,25.648,25.648
2006-03-07 23:30:00,12.790,26.313,26.629,26.629
2006-03-07 23:40:00,12.450,25.356,23.448,23.448
2006-03-07 23:50:00,11.910,23.271,23.301,23.301
2006-03-08 00:00:00,11.480,21.642,21.714,21.714
2006-03-08 00:10:00,11.290,20.877,24.631,24.631
2006-03-08 00:20:00,11.630,22.227,21.734,21.734
2006-03-08 00:30:00,11.750,22.692,23.461,23.461
2006-03-08 00:40:00,11.860,23.121,23.709,23.709
2006-03-08 00:50:00,11.990,23.634,25.993,25.993
2006-03-08 01:00:00,12.070,23.964,21.377,21.377
2006-03-08 01:10:00,12.020,23.766,25.914,25.914
2006-03-08 01:20:00,12.010,23.739,24.716,24.716
2006-03-08 01:30:00,12.310,24.909,23.053,23.053
2006-03-08 01:40:00,12.580,25.821,26.145,26.145
2006-03-08 01:50:00,12.530,25.665,25.752,25.752
2006-03-08 02:00:00,12.490,25.560,25.805,25.805
2006-03-08 02:10:00,12.190,24.450,25.321,25.321
2006-03-08 02:20:00,12.030,23.820,24.653,24.653
2006-03-08 02:30:00,11.900,23.343,25.226,25.226
2006-03-08 02:40:00,11.850,23.154,26.821,26.821
2006-03-08 02:50:00,12.110,24.150,25.688,25.688
2006-03-08 03:00:00,12.440,25.419,25.479,25.479
2006-03-08 03:10:00,12.560,25.761,24.321,24.321
2006-03-08 03:20:00,12.620,25.938,28.642,28.642
2006-03-08 03:30:00,12.740,26.280,26.134,26.134
2006-03-08 03:40:00,12.780,26.388,27.707,27.707
2006-03-08 03:50:00,12.760,26.340,27.904,27.904
2006-03-08 04:00:00,12.750,26.307,27.874,27.874
2006-03-08 04:10:00,12.760,26.346,26.967,26.967
2006-03-08 04:20:00,12.790,26.430,26.093,26.093
2006-03-08 04:30:00,12.660,26.049,27.315,27.315
2006-03-08 04:40:00,12.450,25.452,25.645,25.645
2006-03-08 04:50:00,12.480,25.551,25.881,25.881
2006-03-08 05:00:00,12.580,25.830,26.036,26.036
2006-03-08 05:10:00,12.710,26.193,26.205,26.205
2006-03-08 05:20:00,12.800,26.439,25.495,25.495
2006-03-08 05:30:00,12.780,26.412,25.909,25.909
2006-03-08 05:40:00,12.820,26.502,28.589,28.589
2006-03-08 05:50:00,12.840,26.580,28.634,28.634
2006-03-08 06:00:00,12.630,25.977,26.216,26.216
2006-03-08 06:10:00,12.510,25.641,26.301,26.301
2006-03-08 06:20:00,12.380,25.194,26.314,26.314
2006-03-08 06:30:00,12.320,24.999,23.872,23.872
2006-03-08 06:40:00,12.410,25.326,25.900,25.900
2006-03-08 06:50:00,12.430,25.413,24.557,24.557
2006-03-08 07:00:00,12.210,24.549,22.885,22.885
2006-03-08 07:10:00,11.920,23.448,21.814,21.814
2006-03-08 07:20:00,11.860,23.190,26.783,26.783
2006-03-08 07:30:00,11.800,22.974,23.867,23.867
2006-03-08 07:40:00,12.480,25.545,24.472,24.472
2006-03-08 07:50:00,12.440,25.386,26.203,26.203
2006-03-08 08:00:00,11.950,23.514,24.666,24.666
2006-03-08 08:10:00,11.730,22.662,22.692,22.692
2006-03-08 08:20:00,11.470,21.636,23.174,23.174
2006-03-08 08:30:00,11.100,20.115,20.508,20.508
2006-03-08 08:40:00,10.950,19.488,19.063,19.063
2006-03-08 08:50:00,11.180,20.433,20.121,20.121
2006-03-08 09:00:00,11.300,20.946,21.295,21.295
2006-03-08 09:10:00,11.180,20.424,18.285,18.285
2006-03-08 09:20:00,10.950,19.464,19.646,19.646
2006-03-08 09:30:00,10.920,19.356,20.378,20.378
2006-03-08 09:40:00,10.870,19.149,20.197,20.197
2006-03-08 09:50:00,10.900,19.278,17.682,17.682
2006-03-08 10:00:00,10.870,19.131,20.275,20.275
2006-03-08 10:10:00,10.840,19.032,19.746,19.746
2006-03-08 10:20:00,10.750,18.627,20.119,20.119
2006-03-08 10:30:00,10.670,18.291,20.424,20.424
2006-03-08 10:40:00,10.500,17.619,16.204,16.204
2006-03-08 10:50:00,10.260,16.599,19.656,19.656
2006-03-08 11:00:00,10.150,16.131,16.357,16.357
2006-03-08 11:10:00,9.970,15.384,17.706,17.706
2006-03-08 11:20:00,9.740,14.406,15.091,15.091
2006-03-08 11:30:00,9.720,14.337,12.657,12.657
2006-03-08 11:40:00,9.550,13.611,10.755,10.755
2006-03-08 11:50:00,9.420,13.080, 9.097,9.097
2006-03-08 12:00:00,9.140,12.003,10.630,10.630
2006-03-08 12:10:00,9.250,12.390,12.586,12.586
2006-03-08 12:20:00,9.200,12.201,10.473,10.473
2006-03-08 12:30:00,8.960,11.307, 8.612,8.612
2006-03-08 12:40:00,8.930,11.217,11.022,11.022
2006-03-08 12:50:00,9.070,11.706,13.893,13.893
2006-03-08 13:00:00,9.010,11.478, 9.632,9.632
2006-03-08 13:10:00,9.180,12.132,10.476,10.476
2006-03-08 13:20:00,9.080,11.769, 9.929,9.929
2006-03-08 13:30:00,9.120,11.901, 9.278,9.278
2006-03-08 13:40:00,8.910,11.127,11.484,11.484
2006-03-08 13:50:00,8.450, 9.414, 8.855,8.855
2006-03-08 14:00:00,8.230, 8.658, 8.315,8.315
2006-03-08 14:10:00,7.890, 7.641, 7.611,7.611
2006-03-08 14:20:00,7.950, 7.827, 8.918,8.918
2006-03-08 14:30:00,8.380, 9.147, 6.983,6.983
2006-03-08 14:40:00,8.600, 9.978, 8.821,8.821
2006-03-08 14:50:00,8.550, 9.774, 6.919,6.919
2006-03-08 15:00:00,8.640,10.125, 8.138,8.138
2006-03-08 15:10:00,8.780,10.647, 7.878,7.878
2006-03-08 15:20:00,8.910,11.112, 9.412,9.412
2006-03-08 15:30:00,8.940,11.217,11.764,11.764
2006-03-08 15:40:00,8.950,11.250,12.433,12.433
2006-03-08 15:50:00,9.070,11.685,11.369,11.369
2006-03-08 16:00:00,9.480,13.263,14.983,14.983
2006-03-08 16:10:00,9.820,14.685,13.512,13.512
2006-03-08 16:20:00,9.860,14.862,14.650,14.650
2006-03-08 16:30:00,9.930,15.165,14.692,14.692
2006-03-08 16:40:00,9.710,14.202,15.110,15.110
2006-03-08 16:50:00,9.540,13.479,16.202,16.202
2006-03-08 17:00:00,9.630,13.848,12.610,12.610
2006-03-08 17:10:00,9.680,14.046,15.228,15.228
2006-03-08 17:20:00,9.830,14.643,14.807,14.807
2006-03-08 17:30:00,9.680,13.998,15.217,15.217
2006-03-08 17:40:00,9.610,13.701,15.697,15.697
2006-03-08 17:50:00,9.590,13.611,12.488,12.488
2006-03-08 18:00:00,9.610,13.689,16.336,16.336
2006-03-08 18:10:00,9.370,12.690, 9.221,9.221
2006-03-08 18:20:00,9.070,11.541,11.368,11.368
2006-03-08 18:30:00,8.810,10.569,11.705,11.705
2006-03-08 18:40:00,8.490, 9.399, 7.582,7.582
2006-03-08 18:50:00,8.430, 9.156, 8.524,8.524
2006-03-08 19:00:00,8.840,10.653, 9.650,9.650
2006-03-08 19:10:00,9.090,11.559,11.406,11.406
2006-03-08 19:20:00,8.970,11.076,11.870,11.870
2006-03-08 19:30:00,8.730,10.164, 9.411,9.411
2006-03-08 19:40:00,7.900, 7.452, 7.475,7.475
2006-03-08 19:50:00,7.360, 5.877, 6.580,6.580
2006-03-08 20:00:00,6.820, 4.677, 4.928,4.928
2006-03-08 20:10:00,8.950,10.893,11.626,11.626
2006-03-08 20:20:00,14.560,29.478,30.000,30.000
2006-03-08 20:30:00,14.580,29.508,28.598,28.598
2006-03-08 20:40:00,14.190,29.031,29.946,29.946
2006-03-08 20:50:00,14.370,29.259,30.000,30.000
2006-03-08 21:00:00,14.130,28.971,30.000,30.000
2006-03-08 21:10:00,13.890,28.683,29.643,29.643
2006-03-08 21:20:00,13.900,28.695,28.377,28.377
2006-03-08 21:30:00,14.080,28.911,26.907,26.907
2006-03-08 21:40:00,14.210,29.082,27.841,27.841
2006-03-08 21:50:00,13.760,28.527,28.036,28.036
2006-03-08 22:00:00,13.750,28.521,30.000,30.000
2006-03-08 22:10:00,13.460,27.879,30.000,30.000
2006-03-08 22:20:00,12.620,25.524,25.626,25.626
2006-03-08 22:30:00,12.700,25.731,30.000,30.000
2006-03-08 22:40:00,14.050,28.869,26.852,26.852
2006-03-08 22:50:00,16.020,29.964,30.000,30.000
2006-03-08 23:00:00,16.100,29.967,30.000,30.000
2006-03-08 23:10:00,15.780,29.952,30.000,30.000
2006-03-08 23:20:00,15.880,29.955,30.000,30.000
2006-03-08 23:30:00,15.280,29.817,28.801,28.801
2006-03-08 23:40:00,15.960,29.961,29.727,29.727
2006-03-08 23:50:00,16.140,29.970,28.254,28.254
2006-03-09 00:00:00,15.940,29.958,30.000,30.000
2006-03-09 00:10:00,16.220,29.973,30.000,30.000
2006-03-09 00:20:00,15.310,29.829,29.498,29.498
2006-03-09 00:30:00,14.640,29.592,30.000,30.000
2006-03-09 00:40:00,14.560,29.499,29.755,29.755
2006-03-09 00:50:00,13.960,28.764,29.851,29.851
2006-03-09 01:00:00,13.950,28.761,29.652,29.652
2006-03-09 01:10:00,14.190,29.058,30.000,30.000
2006-03-09 01:20:00,14.330,29.226,28.636,28.636
2006-03-09 01:30:00,14.380,29.292,30.000,30.000
2006-03-09 01:40:00,14.310,29.211,29.177,29.177
2006-03-09 01:50:00,14.590,29.553,27.813,27.813
2006-03-09 02:00:00,14.190,29.076,30.000,30.000
2006-03-09 02:10:00,14.040,28.887,30.000,30.000
2006-03-09 02:20:00,13.350,27.624,26.364,26.364
2006-03-09 02:30:00,12.990,26.628,26.933,26.933
2006-03-09 02:40:00,12.600,25.560,26.862,26.862
2006-03-09 02:50:00,12.150,23.880,22.729,22.729
2006-03-09 03:00:00,11.690,22.146,20.015,20.015
2006-03-09 03:10:00,10.730,18.225,18.798,18.798
2006-03-09 03:20:00,10.570,17.568,15.684,15.684
2006-03-09 03:30:00,10.310,16.497,19.824,19.824
2006-03-09 03:40:00,9.750,14.157,16.812,16.812
2006-03-09 03:50:00,9.150,11.769,13.227,13.227
2006-03-09 04:00:00,8.900,10.848,13.112,13.112
2006-03-09 04:10:00,9.210,12.009,12.903,12.903
2006-03-09 04:20:00,9.360,12.582,13.520,13.520
2006-03-09 04:30:00,9.270,12.252,11.792,11.792
2006-03-09 04:40:00,9.160,11.829, 9.002,9.002
2006-03-09 04:50:00,10.210,16.122,15.973,15.973
2006-03-09 05:00:00,11.030,19.536,20.521,20.521
2006-03-09 05:10:00,11.390,21.039,22.013,22.013
2006-03-09 05:20:00,11.800,22.638,24.772,24.772
2006-03-09 05:30:00,11.560,21.744,22.970,22.970
2006-03-09 05:40:00,11.710,22.341,26.068,26.068
2006-03-09 05:50:00,11.600,21.906,23.261,23.261
2006-03-09 06:00:00,11.530,21.666,24.488,24.488
2006-03-09 06:10:00,11.580,21.843,20.794,20.794
2006-03-09 06:20:00,11.650,22.125,24.434,24.434
2006-03-09 06:30:00,11.550,21.741,26.342,26.342
2006-03-09 06:40:00,11.540,21.720,21.359,21.359
2006-03-09 06:50:00,11.670,22.212,25.404,25.404
2006-03-09 07:00:00,12.220,24.327,25.267,25.267
2006-03-09 07:10:00,13.410,27.978,29.132,29.132
2006-03-09 07:20:00,13.890,28.794,29.774,29.774
2006-03-09 07:30:00,13.950,28.881,30.000,30.000
2006-03-09 07:40:00,14.770,29.703,30.000,30.000
2006-03-09 07:50:00,15.890,29.964,30.000,30.000
2006-03-09 08:00:00,16.910,30.000,30.000,30.000
2006-03-09 08:10:00,17.630,30.000,30.000,30.000
2006-03-09 08:20:00,17.880,30.000,28.779,28.779
2006-03-09 08:30:00,17.490,30.000,30.000,30.000
2006-03-09 08:40:00,16.830,30.000,29.052,29.052
2006-03-09 08:50:00,16.340,29.985,30.000,30.000
2006-03-09 09:00:00,15.790,29.958,30.000,30.000
2006-03-09 09:10:00,15.680,29.955,30.000,30.000
2006-03-09 09:20:00,15.260,29.856,29.659,29.659
2006-03-09 09:30:00,15.470,29.916,29.852,29.852
2006-03-09 09:40:00,15.250,29.853,30.000,30.000
2006-03-09 09:50:00,13.790,28.725,30.000,30.000
2006-03-09 10:00:00,12.120,24.156,26.253,26.253
2006-03-09 10:10:00,13.140,27.402,28.075,28.075
2006-03-09 10:20:00,13.950,28.947,30.000,30.000
2006-03-09 10:30:00,15.200,29.847,30.000,30.000
2006-03-09 10:40:00,16.830,30.000,30.000,30.000
2006-03-09 10:50:00,17.760,30.000,30.000,30.000
2006-03-09 11:00:00,17.450,30.000,29.282,29.282
2006-03-09 11:10:00,17.020,30.000,28.637,28.637
2006-03-09 11:20:00,16.680,30.000,30.000,30.000
2006-03-09 11:30:00,17.370,30.000,30.000,30.000
2006-03-09 11:40:00,18.350,30.000,30.000,30.000
2006-03-09 11:50:00,19.570,30.000,30.000,30.000
2006-03-09 12:00:00,20.790,30.000,29.558,29.558
2006-03-09 12:10:00,21.710,30.000,29.616,29.616
2006-03-09 12:20:00,20.700,30.000,30.000,30.000
2006-03-09 12:30:00,19.590,30.000,30.000,30.000
2006-03-09 12:40:00,19.280,30.000,30.000,30.000
2006-03-09 12:50:00,19.280,30.000,30.000,30.000
2006-03-09 13:00:00,19.030,30.000,28.983,28.983
2006-03-09 13:10:00,18.920,30.000,29.991,29.991
2006-03-09 13:20:00,18.700,30.000,29.821,29.821
2006-03-09 13:30:00,17.920,30.000,28.483,28.483
2006-03-09 13:40:00,17.140,30.000,29.322,29.322
2006-03-09 13:50:00,17.010,30.000,30.000,30.000
2006-03-09 14:00:00,17.590,30.000,30.000,30.000
2006-03-09 14:10:00,18.240,30.000,30.000,30.000
2006-03-09 14:20:00,18.330,30.000,28.846,28.846
2006-03-09 14:30:00,19.010,30.000,30.000,30.000
2006-03-09 14:40:00,20.290,30.000,28.240,28.240
2006-03-09 14:50:00,21.200,30.000,30.000,30.000
2006-03-09 15:00:00,21.520,30.000,30.000,30.000
2006-03-09 15:10:00,21.520,30.000,30.000,30.000
2006-03-09 15:20:00,21.540,30.000,28.911,28.911
2006-03-09 15:30:00,21.870,30.000,29.589,29.589
2006-03-09 15:40:00,22.010,30.000,30.000,30.000
2006-03-09 15:50:00,22.260,30.000,30.000,30.000
2006-03-09 16:00:00,22.480,30.000,30.000,30.000
2006-03-09 16:10:00,22.480,30.000,30.000,30.000
2006-03-09 16:20:00,22.440,30.000,30.000,30.000
2006-03-09 16:30:00,22.220,30.000,27.702,27.702
2006-03-09 16:40:00,21.860,30.000,29.758,29.758
2006-03-09 16:50:00,21.460,30.000,30.000,30.000
2006-03-09 17:00:00,21.010,30.000,30.000,30.000
2006-03-09 17:10:00,20.430,30.000,30.000,30.000
2006-03-09 17:20:00,19.750,30.000,30.000,30.000
2006-03-09 17:30:00,19.010,30.000,29.469,29.469
2006-03-09 17:40:00,18.290,30.000,30.000,30.000
2006-03-09 17:50:00,18.030,30.000,30.000,30.000
2006-03-09 18:00:00,18.260,30.000,30.000,30.000
2006-03-09 18:10:00,18.320,30.000,30.000,30.000
2006-03-09 18:20:00,18.120,30.000,30.000,30.000
2006-03-09 18:30:00,18.060,30.000,30.000,30.000
2006-03-09 18:40:00,18.110,30.000,29.892,29.892
2006-03-09 18:50:00,18.230,30.000,30.000,30.000
2006-03-09 19:00:00,18.340,30.000,30.000,30.000
2006-03-09 19:10:00,18.430,30.000,29.880,29.880
2006-03-09 19:20:00,18.290,30.000,30.000,30.000
2006-03-09 19:30:00,18.150,30.000,30.000,30.000
2006-03-09 19:40:00,17.980,30.000,30.000,30.000
2006-03-09 19:50:00,17.760,30.000,28.492,28.492
2006-03-09 20:00:00,17.470,30.000,27.976,27.976
2006-03-09 20:10:00,17.120,30.000,30.000,30.000
2006-03-09 20:20:00,16.760,30.000,27.383,27.383
2006-03-09 20:30:00,16.400,29.988,29.148,29.148
2006-03-09 20:40:00,16.090,29.973,27.711,27.711
2006-03-09 20:50:00,15.950,29.967,30.000,30.000
2006-03-09 21:00:00,15.860,29.961,29.086,29.086
2006-03-09 21:10:00,15.720,29.955,30.000,30.000
2006-03-09 21:20:00,15.530,29.922,30.000,30.000
2006-03-09 21:30:00,15.230,29.832,30.000,30.000
2006-03-09 21:40:00,14.950,29.751,29.770,29.770
2006-03-09 21:50:00,14.590,29.649,29.221,29.221
2006-03-09 22:00:00,13.890,28.785,29.742,29.742
2006-03-09 22:10:00,13.010,26.826,28.756,28.756
2006-03-09 22:20:00,12.470,25.272,27.308,27.308
2006-03-09 22:30:00,12.600,25.683,27.950,27.950
2006-03-09 22:40:00,12.450,25.197,27.018,27.018
2006-03-09 22:50:00,12.130,23.976,24.728,24.728
2006-03-09 23:00:00,12.010,23.490,24.255,24.255
2006-03-09 23:10:00,11.710,22.368,20.753,20.753
2006-03-09 23:20:00,11.270,20.601,21.239,21.239
2006-03-09 23:30:00,10.800,18.657,19.858,19.858
2006-03-09 23:40:00,10.420,17.040,14.969,14.969
2006-03-09 23:50:00,10.020,15.405,14.823,14.823
2006-03-10 00:00:00,9.680,13.950,12.974,12.974
2006-03-10 00:10:00,9.460,13.041,13.451,13.451
2006-03-10 00:20:00,9.230,12.174,11.992,11.992
2006-03-10 00:30:00,8.820,10.638, 9.970,9.970
2006-03-10 00:40:00,8.560, 9.663, 6.670,6.670
2006-03-10 00:50:00,8.500, 9.456, 8.159,8.159
2006-03-10 01:00:00,8.480, 9.384, 8.011,8.011
2006-03-10 01:10:00,8.460, 9.324, 9.648,9.648
2006-03-10 01:20:00,8.650,10.041,10.189,10.189
2006-03-10 01:30:00,8.910,11.013, 8.824,8.824
2006-03-10 01:40:00,8.810,10.620, 8.520,8.520
2006-03-10 01:50:00,8.500, 9.513, 6.883,6.883
2006-03-10 02:00:00,8.380, 9.048, 9.467,9.467
2006-03-10 02:10:00,8.180, 8.415, 8.224,8.224
2006-03-10 02:20:00,8.190, 8.460, 9.289,9.289
2006-03-10 02:30:00,8.700,10.236, 7.925,7.925
2006-03-10 02:40:00,9.260,12.345,11.329,11.329
2006-03-10 02:50:00,9.690,14.076,11.256,11.256
2006-03-10 03:00:00,9.900,14.964,15.696,15.696
2006-03-10 03:10:00,9.770,14.451,13.546,13.546
2006-03-10 03:20:00,9.510,13.368,14.337,14.337
2006-03-10 03:30:00,9.490,13.299,11.420,11.420
2006-03-10 03:40:00,9.810,14.637,14.818,14.818
2006-03-10 03:50:00,10.220,16.371,13.390,13.390
2006-03-10 04:00:00,10.520,17.646,15.481,15.481
2006-03-10 04:10:00,10.720,18.477,19.163,19.163
2006-03-10 04:20:00,10.790,18.786,20.508,20.508
2006-03-10 04:30:00,10.660,18.213,19.439,19.439
2006-03-10 04:40:00,10.430,17.253,15.936,15.936
2006-03-10 04:50:00,10.250,16.500,17.071,17.071
2006-03-10 05:00:00,10.280,16.653,17.575,17.575
2006-03-10 05:10:00,10.240,16.467,15.749,15.749
2006-03-10 05:20:00,10.250,16.512,17.979,17.979
2006-03-10 05:30:00,10.220,16.404,14.907,14.907
2006-03-10 05:40:00,10.100,15.882,14.781,14.781
2006-03-10 05:50:00,9.940,15.225,15.696,15.696
2006-03-10 06:00:00,9.800,14.613,16.505,16.505
2006-03-10 06:10:00,9.590,13.749,15.300,15.300
2006-03-10 06:20:00,9.360,12.783,13.234,13.234
2006-03-10 06:30:00,9.160,12.024, 6.631,6.631
2006-03-10 06:40:00,8.960,11.274,12.847,12.847
2006-03-10 06:50:00,8.690,10.272,10.916,10.916
2006-03-10 07:00:00,8.400, 9.204, 8.479,8.479
2006-03-10 07:10:00,8.140, 8.367, 9.401,9.401
2006-03-10 07:20:00,7.880, 7.599, 7.801,7.801
2006-03-10 07:30:00,7.550, 6.651, 5.269,5.269
2006-03-10 07:40:00,7.210, 5.703, 4.384,4.384
2006-03-10 07:50:00,6.880, 4.974, 5.295,5.295
2006-03-10 08:00:00,6.530, 4.194, 3.542,3.542
2006-03-10 08:10:00,6.150, 3.405, 2.749,2.749
2006-03-10 08:20:00,5.860, 2.961, 2.481,2.481
2006-03-10 08:30:00,5.730, 2.748, 2.878,2.878
2006-03-10 08:40:00,5.680, 2.679, 1.327,1.327
2006-03-10 08:50:00,5.720, 2.742, 2.749,2.749
2006-03-10 09:00:00,5.840, 2.925, 2.862,2.862
2006-03-10 09:10:00,5.960, 3.123, 3.359,3.359
2006-03-10 09:20:00,6.070, 3.285, 2.758,2.758
2006-03-10 09:30:00,6.160, 3.432, 1.581,1.581
2006-03-10 09:40:00,6.210, 3.516, 3.833,3.833
2006-03-10 09:50:00,6.190, 3.474, 3.521,3.521
2006-03-10 10:00:00,6.100, 3.336, 3.167,3.167
2006-03-10 10:10:00,5.980, 3.153, 3.246,3.246
2006-03-10 10:20:00,5.830, 2.919, 3.032,3.032
2006-03-10 10:30:00,5.620, 2.595, 2.394,2.394
2006-03-10 10:40:00,5.360, 2.181, 2.378,2.378
2006-03-10 10:50:00,5.060, 1.764, 1.743,1.743
2006-03-10 11:00:00,4.730, 1.410, 1.177,1.177
2006-03-10 11:10:00,4.370, 1.011, 1.014,1.014
2006-03-10 11:20:00,3.990, 0.654, 1.294,1.294
2006-03-10 11:30:00,3.610, 0.372, 0.285,0.285
2006-03-10 11:40:00,3.250, 0.105, 0.337,0.337
2006-03-10 11:50:00,2.900, 0.000, 0.000,0.000
2006-03-10 12:00:00,2.610, 0.000, 0.000,0.000
2006-03-10 12:10:00,2.400, 0.000, 0.000,0.000
2006-03-10 12:20:00,2.400, 0.000, 0.000,0.000
2006-03-10 12:30:00,2.520, 0.000, 0.000,0.000
2006-03-10 12:40:00,2.750, 0.000, 0.000,0.000
2006-03-10 12:50:00,3.010, 0.000, 0.000,0.000
2006-03-10 13:00:00,3.250, 0.099, 0.000,0.000
2006-03-10 13:10:00,3.450, 0.252, 0.000,0.000
2006-03-10 13:20:00,3.620, 0.378, 0.309,0.309
2006-03-10 13:30:00,3.730, 0.459, 0.000,0.000
2006-03-10 13:40:00,3.750, 0.477, 0.037,0.037
2006-03-10 13:50:00,3.590, 0.351, 0.000,0.000
2006-03-10 14:00:00,3.200, 0.069, 0.447,0.447
2006-03-10 14:10:00,2.980, 0.000, 0.000,0.000
2006-03-10 14:20:00,3.040, 0.000, 0.000,0.000
2006-03-10 14:30:00,3.070, 0.000, 0.000,0.000
2006-03-10 14:40:00,3.080, 0.000, 0.000,0.000
2006-03-10 14:50:00,2.910, 0.000, 0.000,0.000
2006-03-10 15:00:00,2.790, 0.000, 0.000,0.000
2006-03-10 15:10:00,2.700, 0.000, 0.000,0.000
2006-03-10 15:20:00,2.680, 0.000, 0.000,0.000
2006-03-10 15:30:00,2.730, 0.000, 0.000,0.000
2006-03-10 15:40:00,2.930, 0.000, 0.000,0.000
2006-03-10 15:50:00,3.250, 0.096, 0.588,0.588
2006-03-10 16:00:00,3.640, 0.384, 0.000,0.000
2006-03-10 16:10:00,4.070, 0.705, 1.085,1.085
2006-03-10 16:20:00,4.590, 1.236, 0.000,0.000
2006-03-10 16:30:00,5.120, 1.812, 2.030,2.030
2006-03-10 16:40:00,5.580, 2.490, 0.000,0.000
2006-03-10 16:50:00,5.920, 3.018, 2.568,2.568
2006-03-10 17:00:00,6.070, 3.243, 3.105,3.105
2006-03-10 17:10:00,6.060, 3.228, 2.088,2.088
2006-03-10 17:20:00,6.290, 3.615, 3.803,3.803
2006-03-10 17:30:00,6.770, 4.662, 3.597,3.597
2006-03-10 17:40:00,7.220, 5.634, 4.357,4.357
2006-03-10 17:50:00,7.110, 5.397, 5.289,5.289
2006-03-10 18:00:00,7.110, 5.385, 5.954,5.954
2006-03-10 18:10:00,6.930, 4.986, 4.951,4.951
2006-03-10 18:20:00,7.440, 6.183, 4.656,4.656
2006-03-10 18:30:00,8.300, 8.679, 9.973,9.973
2006-03-10 18:40:00,8.980,11.148,10.352,10.352
2006-03-10 18:50:00,9.820,14.448,11.210,11.210
2006-03-10 19:00:00,10.530,17.406,16.225,16.225
2006-03-10 19:10:00,11.110,19.776,22.896,22.896
2006-03-10 19:20:00,11.540,21.546,24.277,24.277
2006-03-10 19:30:00,11.890,22.896,24.043,24.043
2006-03-10 19:40:00,12.270,24.312,24.804,24.804
2006-03-10 19:50:00,12.640,25.641,22.219,22.219
2006-03-10 20:00:00,12.640,25.647,24.446,24.446
2006-03-10 20:10:00,12.770,26.013,25.245,25.245
2006-03-10 20:20:00,12.800,26.100,27.807,27.807
2006-03-10 20:30:00,12.790,26.055,25.941,25.941
2006-03-10 20:40:00,12.740,25.929,25.567,25.567
2006-03-10 20:50:00,12.600,25.533,24.958,24.958
2006-03-10 21:00:00,12.420,24.855,24.413,24.413
2006-03-10 21:10:00,12.280,24.312,24.339,24.339
2006-03-10 21:20:00,12.210,24.051,23.184,23.184
2006-03-10 21:30:00,12.250,24.207,24.723,24.723
2006-03-10 21:40:00,12.380,24.702,25.564,25.564
2006-03-10 21:50:00,12.530,25.260,26.239,26.239
2006-03-10 22:00:00,12.610,25.545,25.312,25.312
2006-03-10 22:10:00,12.640,25.602,28.721,28.721
2006-03-10 22:20:00,12.480,25.074,24.427,24.427
2006-03-10 22:30:00,12.140,23.769,25.686,25.686
2006-03-10 22:40:00,11.690,22.053,22.418,22.418
2006-03-10 22:50:00,10.870,18.705,21.237,21.237
2006-03-10 23:00:00,10.060,15.360,14.903,14.903
2006-03-10 23:10:00,9.410,12.672,13.633,13.633
2006-03-10 23:20:00,9.080,11.439,10.511,10.511
2006-03-10 23:30:00,8.970,11.031,12.086,12.086
2006-03-10 23:40:00,9.070,11.400,11.877,11.877
2006-03-10 23:50:00,9.320,12.348,12.162,12.162
